"Var1","Var2"
"Main_meal","Jointly"
"Main_meal","Jointly"
"Main_meal","Jointly"
"Dinner","Jointly"
"Dinner","Jointly"
"Dinner","Jointly"
"Dinner","Jointly"
"Dinner","Jointly"
"Dinner","Jointly"
"Dinner","Jointly"
"Dinner","Jointly"
"Dinner","Jointly"
"Dinner","Jointly"
"Dinner","Jointly"
"Dinner","Jointly"
"Dinner","Jointly"
"Breakfeast","Jointly"
"Breakfeast","Jointly"
"Breakfeast","Jointly"
"Breakfeast","Jointly"
"Breakfeast","Jointly"
"Breakfeast","Jointly"
"Breakfeast","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Tidying","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Dishes","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Shopping","Jointly"
"Official","Jointly"
"Official","Jointly"
"Official","Jointly"
"Official","Jointly"
"Official","Jointly"
"Official","Jointly"
"Official","Jointly"
"Official","Jointly"
"Official","Jointly"
"Official","Jointly"
"Official","Jointly"
"Official","Jointly"
"Official","Jointly"
"Official","Jointly"
"Official","Jointly"
"Driving","Jointly"
"Driving","Jointly"
"Driving","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Finances","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Insurance","Jointly"
"Repairs","Jointly"
"Repairs","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
"Holidays","Jointly"
